rawX,rawY,cleanX,cleanY
0.133807425888265,-0.003188923979742,,0
0.001192552149449,-0.001838243368488,,0
0.051371984029025,-0.001653760163048,,0
0.072877454834558,-0.001574695932145,,0
0.40023851042989,-0.000371162639515,,0
0.200717727518306,0.000733540364486,,0
0.298687094521288,0.001093721860821,,0
0.347671778022779,0.001273812608988,,0
0.241341368601837,0.002721127280234,,0
0.001313344724439,0.099265141898332,,0.1
0.466070463799564,0.100973807777285,,0.1
0.200895622037837,0.149631253211984,,0.15
0.228374834733795,0.149732279729249,,0.15
0.30006193364754,0.151834070534079,,0.15
0.001377035354889,0.152574199584474,,0.15
0.801856252443305,0.153678902588475,,0.15
0.372943780939371,0.153940253796181,,0.15
0.132801553172892,0.154895613252922,,0.15
0.468565379530271,0.189218274379236,,0.1875
0.602392571476261,0.202577933173155,,0.2
0.198572012140752,0.204769769352069,,0.2
0.367031533450758,0.205389105827473,,0.2
0.701561079314601,0.206618993863737,,0.2
0.951263490334398,0.207537017433663,,0.2
0.467423340639454,0.233331722765667,,0.235294117647059
0.134092935610969,0.23578271392365,,0.235294117647059
0.227283309101611,0.236125325590895,,0.235294117647059
0.370653114471829,0.23665242046358,,0.235294117647059
0.000283313494068,0.237129002077632,,0.235294117647059
0.298970408015356,0.238227116395725,,0.235294117647059
0.80315422356729,0.240080733364666,,0.235294117647059
0.300239828167071,0.300731783381577,,0.3
0.051734361753996,0.301656395637411,,0.3
0.373121675458902,0.302837966643679,,0.3
0.699318729877055,0.329772514637864,,0.333333333333333
0.201126226044636,0.342646806903186,,0.35
0.000478777842689,0.400732661873032,,0.4
0.04946346134418,0.400912752621199,,0.4
0.134290596188226,0.401224617087537,,0.4
0.149822325103333,0.401281719032078,,0.4
0.174912041043121,0.401373960634798,,0.4
0.201196505360994,0.40147059469479,,0.4
0.228675718056953,0.401571621212055,,0.4
0.243012698593975,0.401624330699323,,0.4
0.299165872363977,0.401830776191124,,0.4
0.370850775049086,0.402094323627467,,0.4
0.499883599882282,0.402568709012883,,0.4
0.509441586906963,0.402603848671062,,0.4
0.532141806090581,0.402687305359237,,0.4
0.551257780139944,0.402757584675595,,0.4
0.351736997228359,0.403862287679597,,0.4
0.468822338280704,0.404292748492289,,0.4
0.082920808387837,0.404712228161801,,0.4
0.800964583617013,0.407352094982496,,0.4
0.534568638733567,0.433946227538072,,0.4375
0.201253607305535,0.449264922275469,,0.45
0.534588404791292,0.45049041785446,,0.45
0.602691258570782,0.452579031287473,,0.45
0.70185537395185,0.45294360524108,,0.45
0.384054501609836,0.453613454975117,,0.45
0.301641022036958,0.473531052476687,,0.473684210526316
0.700704550146489,0.48970408015356,,0.48936170212766
0.20131949416462,0.504412223330098,,0.5
0.526291053003782,0.505606971708183,,0.5
0.201356830051436,0.535662360594387,,0.538461538461538
0.402074557569741,0.536400293416146,,0.538461538461538
0.951658811488911,0.538420823761437,,0.538461538461538
0.700763848319666,0.539336651102726,,0.538461538461538
0.534696019994466,0.540564342910354,,0.538461538461538
0.40210969722792,0.565812187311948,,0.571428571428571
0.000676438419945,0.566174565036919,,0.571428571428571
0.135683005143567,0.566670912708697,,0.571428571428571
0.301757422154676,0.570957951006532,,0.571428571428571
0.802354796343719,0.570960147235168,,0.571428571428571
0.465440146180978,0.573397961021334,,0.571428571428571
0.550690472829055,0.591160440012205,,0.590909090909091
0.201435894282338,0.601839121859942,,0.6
0.200298247848794,0.649629056983348,,0.65
0.4010159753671,0.650366989805106,,0.65
0.300659307836583,0.651836266762715,,0.65
0.803646178781796,0.651847247905896,,0.65
0.451252509191217,0.698345800591224,,0.7
0.200357546021971,0.699261627932514,,0.7
0.502631081906151,0.702211162990912,,0.7
0.602989945665304,0.702580129401791,,0.7
0.372407901152141,0.705408871885199,,0.7
0.534893680571722,0.706006246074241,,0.7
0.703353201881729,0.706625582549646,,0.7
0.802519513491433,0.70882839987174,,0.7
0.19925284301797,0.774625213583235,,0.777777777777778
0.629395202558167,0.803780148728603,,0.8
0.450215889274937,0.830694930665062,,0.833333333333333
0.702307797050904,0.831621739149532,,0.833333333333333
0.532697451935536,0.867762877586608,,0.875
0.952056328872061,0.871142873457698,,0.875
0.703553058687622,0.87390572908202,,0.875
0.603227138358012,0.901110413198455,,0.9
0.551855154328986,0.902759780904231,,0.9
0.199406579022503,0.903302249377369,,0.9
0.302157135766462,0.905518244071281,,0.9
0.465837663564128,0.906120010717596,,0.9
0.803955847019498,0.911039562862652,,0.9
0.200662821802401,0.954777456152295,,0.95
0.700067643841995,0.956613503292147,,0.95
0.869721913530086,0.957237232224824,,0.95
0.70251204631407,1.00257837241888,,1
0.401437651265247,1.00330971655473,,1
0.454006579900994,1.00350298467472,,1
0.200722119975578,1.00441002710146,,1
0.804067854679944,1.00478997465552,,1
0.953411401940588,1.00533903181457,,1
0.867391714947093,1.00686101825944,,1
